profile,timestamp,direction,entry,SL,TP,TP_model,expansion_ratio,16M_FVG_details,12M_FVG_details,8M_FVG_details,1M_entry_candle_details,entry_candle_respected_12M_boundary,time_from_entry_to_SL_minutes,max_favorable_excursion_R,max_adverse_excursion_R,moved_toward_TP_before_reversing,TP_too_far,SL_too_tight,entry_late,chop_or_consolidation,grouped_cause
PROFILE_F_VOLUME,2026-04-26T21:55:00+00:00,BEARISH,86.58000000,87.14000000,86.51000000,16M_FVG_BOUNDARY,2.08,"{""fvg_id"": ""fvg_0ebc763eb6b59ff52401f9a6"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""16M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-26T21:20:00+00:00"", ""confirmed_at"": ""2026-04-26T21:52:00+00:00"", ""upper_boundary"": ""86.80000000"", ""lower_boundary"": ""86.51000000"", ""gap_size"": ""0.29000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": ""swg_c9e6dfb663983465ea921124"", ""related_expansion_id"": ""research_swg_c9e6dfb663983465ea921124"", ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": false, ""is_target_fvg"": true, ""strength_score"": 29.31884024577573}","{""fvg_id"": ""fvg_4089ad4c1f1ae509573793cb"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""12M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-26T22:24:00+00:00"", ""confirmed_at"": ""2026-04-26T22:48:00+00:00"", ""upper_boundary"": ""86.90000000"", ""lower_boundary"": ""86.78000000"", ""gap_size"": ""0.12000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": null, ""related_expansion_id"": null, ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": true, ""is_target_fvg"": false, ""strength_score"": 14.690448791714616}","[{""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-26T21:52:00+00:00"", ""open"": ""86.32000000"", ""high"": ""86.98000000"", ""low"": ""86.21000000"", ""close"": ""86.83000000"", ""range"": ""0.77000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-26T22:00:00+00:00"", ""open"": ""86.82000000"", ""high"": ""87.08000000"", ""low"": ""86.74000000"", ""close"": ""86.84000000"", ""range"": ""0.34000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-26T22:08:00+00:00"", ""open"": ""86.84000000"", ""high"": ""87.32000000"", ""low"": ""86.83000000"", ""close"": ""87.20000000"", ""range"": ""0.49000000""}]","{""symbol"": ""SOLUSDT"", ""timeframe"": ""1M"", ""timestamp"": ""2026-04-26T21:55:00+00:00"", ""open"": ""86.60000000"", ""high"": ""86.98000000"", ""low"": ""86.57000000"", ""close"": ""86.58000000"", ""range"": ""0.41000000""}",True,20.0,0.03571428571428571428571428571,1.321428571428571428571428571,True,False,True,False,True,bad entry timing / immediate adverse reaction
PROFILE_F_VOLUME,2026-04-07T02:10:00+00:00,BEARISH,79.69000000,80.14000000,79.24000000,RR_1_0,1.6610169491525424,"{""fvg_id"": ""fvg_e0fb8b533726022a62539372"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""16M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-07T01:36:00+00:00"", ""confirmed_at"": ""2026-04-07T02:08:00+00:00"", ""upper_boundary"": ""79.89000000"", ""lower_boundary"": ""79.65000000"", ""gap_size"": ""0.24000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": ""swg_60fb13ad6f50122ae3080840"", ""related_expansion_id"": ""research_swg_60fb13ad6f50122ae3080840"", ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": false, ""is_target_fvg"": true, ""strength_score"": 29.000001491227486}","{""fvg_id"": ""fvg_863a78344eac0d0711a9d089"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""12M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-07T01:48:00+00:00"", ""confirmed_at"": ""2026-04-07T02:12:00+00:00"", ""upper_boundary"": ""79.81000000"", ""lower_boundary"": ""79.76000000"", ""gap_size"": ""0.05000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": null, ""related_expansion_id"": null, ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": true, ""is_target_fvg"": false, ""strength_score"": 14.31324395439168}","[{""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-07T02:08:00+00:00"", ""open"": ""79.50000000"", ""high"": ""79.76000000"", ""low"": ""79.47000000"", ""close"": ""79.60000000"", ""range"": ""0.29000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-07T02:16:00+00:00"", ""open"": ""79.60000000"", ""high"": ""79.79000000"", ""low"": ""79.57000000"", ""close"": ""79.76000000"", ""range"": ""0.22000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-07T02:24:00+00:00"", ""open"": ""79.75000000"", ""high"": ""79.82000000"", ""low"": ""79.66000000"", ""close"": ""79.70000000"", ""range"": ""0.16000000""}]","{""symbol"": ""SOLUSDT"", ""timeframe"": ""1M"", ""timestamp"": ""2026-04-07T02:10:00+00:00"", ""open"": ""79.69000000"", ""high"": ""79.76000000"", ""low"": ""79.68000000"", ""close"": ""79.69000000"", ""range"": ""0.08000000""}",True,158.0,0.2666666666666666666666666667,1.066666666666666666666666667,True,False,False,False,False,unknown
PROFILE_F_VOLUME,2026-04-09T16:57:00+00:00,BEARISH,83.53000000,84.24000000,82.82000000,RR_1_0,1.0,"{""fvg_id"": ""fvg_013002ea9799d5d010f728ea"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""16M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-09T16:16:00+00:00"", ""confirmed_at"": ""2026-04-09T16:48:00+00:00"", ""upper_boundary"": ""83.72000000"", ""lower_boundary"": ""83.62000000"", ""gap_size"": ""0.10000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": ""swg_7232b25c5b5ad5080b2199e0"", ""related_expansion_id"": ""research_swg_7232b25c5b5ad5080b2199e0"", ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": false, ""is_target_fvg"": true, ""strength_score"": 27.7734484228474}","{""fvg_id"": ""fvg_e107cdd3af6045573d9d63d2"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""12M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-09T16:24:00+00:00"", ""confirmed_at"": ""2026-04-09T16:48:00+00:00"", ""upper_boundary"": ""83.72000000"", ""lower_boundary"": ""83.51000000"", ""gap_size"": ""0.21000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": null, ""related_expansion_id"": null, ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": true, ""is_target_fvg"": false, ""strength_score"": 15.254180602006688}","[{""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-09T16:48:00+00:00"", ""open"": ""83.10000000"", ""high"": ""83.30000000"", ""low"": ""82.92000000"", ""close"": ""83.27000000"", ""range"": ""0.38000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-09T16:56:00+00:00"", ""open"": ""83.26000000"", ""high"": ""84.29000000"", ""low"": ""83.26000000"", ""close"": ""84.13000000"", ""range"": ""1.03000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-09T17:04:00+00:00"", ""open"": ""84.13000000"", ""high"": ""84.14000000"", ""low"": ""83.94000000"", ""close"": ""84.04000000"", ""range"": ""0.20000000""}]","{""symbol"": ""SOLUSDT"", ""timeframe"": ""1M"", ""timestamp"": ""2026-04-09T16:57:00+00:00"", ""open"": ""83.31000000"", ""high"": ""83.53000000"", ""low"": ""83.29000000"", ""close"": ""83.53000000"", ""range"": ""0.24000000""}",True,6.0,0.02816901408450704225352112676,1.070422535211267605633802817,True,False,True,False,True,weak expansion
PROFILE_F_VOLUME,2026-04-09T18:57:00+00:00,BEARISH,83.97000000,84.70000000,83.24000000,RR_1_0,1.1009174311926606,"{""fvg_id"": ""fvg_23139e535080541e36fb56fe"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""16M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-09T18:08:00+00:00"", ""confirmed_at"": ""2026-04-09T18:40:00+00:00"", ""upper_boundary"": ""84.06000000"", ""lower_boundary"": ""84.05000000"", ""gap_size"": ""0.01000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": ""swg_b87afb834036243b6c483dd6"", ""related_expansion_id"": ""research_swg_b87afb834036243b6c483dd6"", ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": false, ""is_target_fvg"": true, ""strength_score"": 24.425147347875544}","{""fvg_id"": ""fvg_e8532fbe564183e1f78fa3aa"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""12M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-09T22:48:00+00:00"", ""confirmed_at"": ""2026-04-09T23:12:00+00:00"", ""upper_boundary"": ""84.31000000"", ""lower_boundary"": ""84.06000000"", ""gap_size"": ""0.25000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": null, ""related_expansion_id"": null, ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": true, ""is_target_fvg"": false, ""strength_score"": 15.482623650812478}","[{""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-09T18:40:00+00:00"", ""open"": ""83.90000000"", ""high"": ""83.95000000"", ""low"": ""83.45000000"", ""close"": ""83.62000000"", ""range"": ""0.50000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-09T18:48:00+00:00"", ""open"": ""83.63000000"", ""high"": ""83.99000000"", ""low"": ""83.63000000"", ""close"": ""83.97000000"", ""range"": ""0.36000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-09T18:56:00+00:00"", ""open"": ""83.96000000"", ""high"": ""84.07000000"", ""low"": ""83.68000000"", ""close"": ""83.92000000"", ""range"": ""0.39000000""}]","{""symbol"": ""SOLUSDT"", ""timeframe"": ""1M"", ""timestamp"": ""2026-04-09T18:57:00+00:00"", ""open"": ""84.01000000"", ""high"": ""84.07000000"", ""low"": ""83.97000000"", ""close"": ""83.97000000"", ""range"": ""0.10000000""}",True,130.0,0.7671232876712328767123287671,1.027397260273972602739726027,True,False,False,False,False,weak expansion
PROFILE_F_VOLUME,2026-04-10T16:18:00+00:00,BEARISH,84.62000000,85.58000000,83.66000000,RR_1_0,1.0408163265306123,"{""fvg_id"": ""fvg_71d88077b59df769d7fbe5b3"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""16M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-10T15:28:00+00:00"", ""confirmed_at"": ""2026-04-10T16:00:00+00:00"", ""upper_boundary"": ""84.93000000"", ""lower_boundary"": ""84.70000000"", ""gap_size"": ""0.23000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": ""swg_47c19f25f3dea43d2db001d8"", ""related_expansion_id"": ""research_swg_47c19f25f3dea43d2db001d8"", ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": false, ""is_target_fvg"": true, ""strength_score"": 24.9028723465312}","{""fvg_id"": ""fvg_8a96a47d23df07bdb559e88e"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""12M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-10T15:36:00+00:00"", ""confirmed_at"": ""2026-04-10T16:00:00+00:00"", ""upper_boundary"": ""84.72000000"", ""lower_boundary"": ""84.62000000"", ""gap_size"": ""0.10000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": null, ""related_expansion_id"": null, ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": true, ""is_target_fvg"": false, ""strength_score"": 14.590179414542021}","[{""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-10T16:00:00+00:00"", ""open"": ""84.25000000"", ""high"": ""84.34000000"", ""low"": ""84.14000000"", ""close"": ""84.29000000"", ""range"": ""0.20000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-10T16:08:00+00:00"", ""open"": ""84.29000000"", ""high"": ""84.54000000"", ""low"": ""84.26000000"", ""close"": ""84.48000000"", ""range"": ""0.28000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-10T16:16:00+00:00"", ""open"": ""84.49000000"", ""high"": ""84.72000000"", ""low"": ""84.38000000"", ""close"": ""84.53000000"", ""range"": ""0.34000000""}]","{""symbol"": ""SOLUSDT"", ""timeframe"": ""1M"", ""timestamp"": ""2026-04-10T16:18:00+00:00"", ""open"": ""84.51000000"", ""high"": ""84.62000000"", ""low"": ""84.50000000"", ""close"": ""84.62000000"", ""range"": ""0.12000000""}",True,253.0,0.25,1.09375,True,False,False,False,False,weak expansion
PROFILE_F_VOLUME,2026-04-12T11:12:00+00:00,BEARISH,82.15000000,82.34000000,81.96000000,RR_1_0,2.72,"{""fvg_id"": ""fvg_82d56146b8aa0e5d7c95872c"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""16M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-12T10:40:00+00:00"", ""confirmed_at"": ""2026-04-12T11:12:00+00:00"", ""upper_boundary"": ""82.24000000"", ""lower_boundary"": ""82.15000000"", ""gap_size"": ""0.09000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": ""swg_a875716af1fdcae68c6bc142"", ""related_expansion_id"": ""research_swg_a875716af1fdcae68c6bc142"", ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": false, ""is_target_fvg"": true, ""strength_score"": 31.623318444109163}","{""fvg_id"": ""fvg_32858aca2cd55268d840f623"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""12M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-12T10:48:00+00:00"", ""confirmed_at"": ""2026-04-12T11:12:00+00:00"", ""upper_boundary"": ""82.22000000"", ""lower_boundary"": ""82.15000000"", ""gap_size"": ""0.07000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": null, ""related_expansion_id"": null, ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": true, ""is_target_fvg"": false, ""strength_score"": 14.425687180734615}","[{""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-12T11:12:00+00:00"", ""open"": ""81.99000000"", ""high"": ""82.26000000"", ""low"": ""81.97000000"", ""close"": ""82.20000000"", ""range"": ""0.29000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-12T11:20:00+00:00"", ""open"": ""82.20000000"", ""high"": ""82.26000000"", ""low"": ""82.18000000"", ""close"": ""82.24000000"", ""range"": ""0.08000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-12T11:28:00+00:00"", ""open"": ""82.24000000"", ""high"": ""82.36000000"", ""low"": ""82.23000000"", ""close"": ""82.26000000"", ""range"": ""0.13000000""}]","{""symbol"": ""SOLUSDT"", ""timeframe"": ""1M"", ""timestamp"": ""2026-04-12T11:12:00+00:00"", ""open"": ""81.99000000"", ""high"": ""82.16000000"", ""low"": ""81.97000000"", ""close"": ""82.15000000"", ""range"": ""0.19000000""}",True,18.0,0.05263157894736842105263157895,1.052631578947368421052631579,True,False,True,False,True,bad entry timing / immediate adverse reaction
PROFILE_F_VOLUME,2026-04-12T14:57:00+00:00,BEARISH,81.60000000,82.10000000,81.10000000,RR_1_0,2.1363636363636362,"{""fvg_id"": ""fvg_793cb8c53f8afab52ce42f1b"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""16M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-12T14:24:00+00:00"", ""confirmed_at"": ""2026-04-12T14:56:00+00:00"", ""upper_boundary"": ""81.86000000"", ""lower_boundary"": ""81.68000000"", ""gap_size"": ""0.18000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": ""swg_310eb2845fad5e57b7b24e8d"", ""related_expansion_id"": ""research_swg_310eb2845fad5e57b7b24e8d"", ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": false, ""is_target_fvg"": true, ""strength_score"": 30.285373162230073}","{""fvg_id"": ""fvg_0cebb4cb07e4f575d39837bb"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""12M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-12T14:36:00+00:00"", ""confirmed_at"": ""2026-04-12T15:00:00+00:00"", ""upper_boundary"": ""81.69000000"", ""lower_boundary"": ""81.64000000"", ""gap_size"": ""0.05000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": null, ""related_expansion_id"": null, ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": true, ""is_target_fvg"": false, ""strength_score"": 14.30603501040519}","[{""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-12T14:56:00+00:00"", ""open"": ""81.57000000"", ""high"": ""81.67000000"", ""low"": ""81.54000000"", ""close"": ""81.64000000"", ""range"": ""0.13000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-12T15:04:00+00:00"", ""open"": ""81.64000000"", ""high"": ""81.75000000"", ""low"": ""81.61000000"", ""close"": ""81.74000000"", ""range"": ""0.14000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-12T15:12:00+00:00"", ""open"": ""81.75000000"", ""high"": ""81.82000000"", ""low"": ""81.48000000"", ""close"": ""81.57000000"", ""range"": ""0.34000000""}]","{""symbol"": ""SOLUSDT"", ""timeframe"": ""1M"", ""timestamp"": ""2026-04-12T14:57:00+00:00"", ""open"": ""81.57000000"", ""high"": ""81.64000000"", ""low"": ""81.57000000"", ""close"": ""81.60000000"", ""range"": ""0.07000000""}",True,174.0,0.66,1.22,True,False,False,False,False,unknown
PROFILE_F_VOLUME,2026-04-13T18:08:00+00:00,BEARISH,83.12000000,83.84000000,82.40000000,RR_1_0,1.2325581395348837,"{""fvg_id"": ""fvg_db3419b028596f52e32da88d"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""16M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-13T17:36:00+00:00"", ""confirmed_at"": ""2026-04-13T18:08:00+00:00"", ""upper_boundary"": ""83.29000000"", ""lower_boundary"": ""83.19000000"", ""gap_size"": ""0.10000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": ""swg_281d804b948cc63bae5153c9"", ""related_expansion_id"": ""research_swg_281d804b948cc63bae5153c9"", ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": false, ""is_target_fvg"": true, ""strength_score"": 26.78565697255294}","{""fvg_id"": ""fvg_a001fdd14ed34af15ed0cd76"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""12M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-13T17:48:00+00:00"", ""confirmed_at"": ""2026-04-13T18:12:00+00:00"", ""upper_boundary"": ""83.42000000"", ""lower_boundary"": ""83.14000000"", ""gap_size"": ""0.28000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": null, ""related_expansion_id"": null, ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": true, ""is_target_fvg"": false, ""strength_score"": 15.678254615200192}","[{""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-13T18:08:00+00:00"", ""open"": ""83.09000000"", ""high"": ""83.14000000"", ""low"": ""82.92000000"", ""close"": ""83.10000000"", ""range"": ""0.22000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-13T18:16:00+00:00"", ""open"": ""83.10000000"", ""high"": ""83.15000000"", ""low"": ""82.87000000"", ""close"": ""82.88000000"", ""range"": ""0.28000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-13T18:24:00+00:00"", ""open"": ""82.88000000"", ""high"": ""82.88000000"", ""low"": ""82.58000000"", ""close"": ""82.84000000"", ""range"": ""0.30000000""}]","{""symbol"": ""SOLUSDT"", ""timeframe"": ""1M"", ""timestamp"": ""2026-04-13T18:08:00+00:00"", ""open"": ""83.09000000"", ""high"": ""83.14000000"", ""low"": ""83.08000000"", ""close"": ""83.12000000"", ""range"": ""0.06000000""}",True,98.0,0.75,1.138888888888888888888888889,True,False,False,False,False,weak expansion
PROFILE_F_VOLUME,2026-04-20T02:30:00+00:00,BEARISH,84.11000000,84.56000000,83.66000000,RR_1_0,1.131578947368421,"{""fvg_id"": ""fvg_a71657a022b766e495ab27b3"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""16M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-20T01:52:00+00:00"", ""confirmed_at"": ""2026-04-20T02:24:00+00:00"", ""upper_boundary"": ""84.39000000"", ""lower_boundary"": ""84.20000000"", ""gap_size"": ""0.19000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": ""swg_69841fdc4f95aef092f9d1e3"", ""related_expansion_id"": ""research_swg_69841fdc4f95aef092f9d1e3"", ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": false, ""is_target_fvg"": true, ""strength_score"": 28.766953867070804}","{""fvg_id"": ""fvg_bda8623243c0d72f16dcd876"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""12M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-20T02:00:00+00:00"", ""confirmed_at"": ""2026-04-20T02:24:00+00:00"", ""upper_boundary"": ""84.31000000"", ""lower_boundary"": ""84.11000000"", ""gap_size"": ""0.20000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": null, ""related_expansion_id"": null, ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": true, ""is_target_fvg"": false, ""strength_score"": 15.186098920649982}","[{""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-20T02:24:00+00:00"", ""open"": ""84.02000000"", ""high"": ""84.12000000"", ""low"": ""84.00000000"", ""close"": ""84.07000000"", ""range"": ""0.12000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-20T02:32:00+00:00"", ""open"": ""84.07000000"", ""high"": ""84.23000000"", ""low"": ""84.03000000"", ""close"": ""84.10000000"", ""range"": ""0.20000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-20T02:40:00+00:00"", ""open"": ""84.11000000"", ""high"": ""84.20000000"", ""low"": ""84.06000000"", ""close"": ""84.13000000"", ""range"": ""0.14000000""}]","{""symbol"": ""SOLUSDT"", ""timeframe"": ""1M"", ""timestamp"": ""2026-04-20T02:30:00+00:00"", ""open"": ""84.08000000"", ""high"": ""84.12000000"", ""low"": ""84.08000000"", ""close"": ""84.11000000"", ""range"": ""0.04000000""}",True,84.0,0.1777777777777777777777777778,1.088888888888888888888888889,True,False,False,False,True,weak expansion
PROFILE_F_VOLUME,2026-04-20T05:37:00+00:00,BEARISH,83.96000000,84.62000000,83.30000000,RR_1_0,2.292682926829268,"{""fvg_id"": ""fvg_9f46bbf22758de7bc0a34fed"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""16M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-20T05:04:00+00:00"", ""confirmed_at"": ""2026-04-20T05:36:00+00:00"", ""upper_boundary"": ""84.43000000"", ""lower_boundary"": ""84.07000000"", ""gap_size"": ""0.36000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": ""swg_9b49372bcadc4294c5bb2229"", ""related_expansion_id"": ""research_swg_9b49372bcadc4294c5bb2229"", ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": false, ""is_target_fvg"": true, ""strength_score"": 29.65603712717244}","{""fvg_id"": ""fvg_2b1dee80a5df58979375c294"", ""symbol"": ""SOLUSDT"", ""timeframe"": ""12M"", ""direction"": ""BEARISH"", ""timestamp"": ""2026-04-20T05:12:00+00:00"", ""confirmed_at"": ""2026-04-20T05:36:00+00:00"", ""upper_boundary"": ""84.13000000"", ""lower_boundary"": ""84.01000000"", ""gap_size"": ""0.12000000"", ""status"": ""ACTIVE"", ""lifecycle_state"": ""ACTIVE"", ""touched"": false, ""touch_count"": 0, ""related_swing_id"": null, ""related_expansion_id"": null, ""is_strategy_fvg"": false, ""is_htf_fvg"": false, ""is_entry_fvg"": true, ""is_target_fvg"": false, ""strength_score"": 14.713181980268633}","[{""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-20T05:36:00+00:00"", ""open"": ""83.90000000"", ""high"": ""84.01000000"", ""low"": ""83.86000000"", ""close"": ""83.90000000"", ""range"": ""0.15000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-20T05:44:00+00:00"", ""open"": ""83.90000000"", ""high"": ""83.90000000"", ""low"": ""83.75000000"", ""close"": ""83.82000000"", ""range"": ""0.15000000""}, {""symbol"": ""SOLUSDT"", ""timeframe"": ""8M"", ""timestamp"": ""2026-04-20T05:52:00+00:00"", ""open"": ""83.81000000"", ""high"": ""83.96000000"", ""low"": ""83.79000000"", ""close"": ""83.87000000"", ""range"": ""0.17000000""}]","{""symbol"": ""SOLUSDT"", ""timeframe"": ""1M"", ""timestamp"": ""2026-04-20T05:37:00+00:00"", ""open"": ""83.96000000"", ""high"": ""84.01000000"", ""low"": ""83.95000000"", ""close"": ""83.96000000"", ""range"": ""0.06000000""}",True,64.0,0.3181818181818181818181818182,1.196969696969696969696969697,True,False,False,False,False,unknown
